,ID,ID_FIN_PARCELA_PAGAR,ID_FIN_TIPO_PAGAMENTO,ID_CONTA_CAIXA,DATA_PAGAMENTO,TAXA_JURO,TAXA_MULTA,TAXA_DESCONTO,VALOR_JURO,VALOR_MULTA,VALOR_DESCONTO,VALOR_PAGO,HISTORICO
85,238,397,11,1,2022-07-05,0.0,0.0,0.0,0.0,0.0,0.0,370.0,
86,239,400,11,3,2022-07-05,0.0,0.0,0.0,0.0,0.0,0.0,88.78,
87,240,402,1,1,2022-07-05,0.0,0.0,0.0,0.0,0.0,0.0,17.25,
88,241,401,13,1,2022-07-05,0.0,0.0,0.0,0.0,0.0,0.0,22.0,
89,242,395,13,1,2022-07-05,0.0,0.0,0.0,0.0,0.0,0.0,20.0,
90,243,403,13,1,2022-07-06,0.0,0.0,0.0,0.0,0.0,0.0,250.0,
91,244,404,13,1,2022-07-04,0.0,0.0,0.0,0.0,0.0,0.0,4322.0,
92,245,405,13,1,2022-07-04,0.0,0.0,0.0,0.0,0.0,0.0,1634.0,
93,246,319,13,1,2022-07-04,0.0,0.0,0.0,0.0,0.0,0.0,1730.0,
94,247,406,13,1,2022-07-04,0.0,0.0,0.0,0.0,0.0,0.0,1079.0,
95,248,408,13,1,2022-07-04,0.0,0.0,0.0,0.0,0.0,0.0,837.64,
96,250,410,13,1,2022-07-05,0.0,0.0,0.0,0.0,0.0,0.0,2457.8,
97,251,411,13,1,2022-07-04,0.0,0.0,0.0,0.0,0.0,0.0,390.0,
98,252,412,12,3,2022-07-05,0.0,0.0,0.0,0.0,0.0,0.0,52.0,
99,253,413,12,3,2022-07-04,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,
100,254,407,12,1,2022-07-04,0.0,0.0,0.0,0.0,0.0,0.0,2421.0,
101,255,414,11,3,2022-07-07,0.0,0.0,0.0,0.0,0.0,0.0,183.0,
102,256,421,11,3,2022-07-07,0.0,0.0,0.0,0.0,0.0,0.0,680.0,
103,258,532,13,1,2022-07-05,0.0,0.0,0.0,0.0,0.0,0.0,6828.9,
104,259,533,13,3,2022-06-24,0.0,0.0,0.0,0.0,0.0,0.0,1575.0,
105,260,122,11,3,2022-06-06,0.0,0.0,0.0,0.0,0.0,0.0,476.33,
106,261,123,11,3,2022-07-04,0.0,0.0,0.0,0.0,0.0,0.0,477.0,
107,262,330,11,3,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,601.66,
108,263,578,11,3,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,119.9,
109,264,337,11,3,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,179.67,
110,265,586,11,3,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,200.0,
111,266,587,11,3,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,272.5,
112,267,589,11,3,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,371.25,
113,268,588,11,3,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,817.5,
114,270,590,11,3,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,199.9,
115,271,539,11,3,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,127.05,
116,272,538,11,3,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,602.66,
117,273,344,11,3,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,1603.33,
118,274,603,13,1,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,70.8,
119,275,604,11,3,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,113.58,
120,276,293,11,3,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,4038.36,
121,277,541,11,3,2022-07-12,0.0,0.0,0.0,0.0,0.0,0.0,317.0,
122,278,543,11,3,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,219.93,
123,279,545,11,3,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,839.52,
124,280,544,11,3,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,1253.5,
125,282,548,11,3,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,2680.0,
126,283,549,11,3,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,623.99,
127,284,553,11,3,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,162.5,
128,286,605,11,3,2022-07-11,0.0,0.0,34.242551,0.0,0.0,48.96,94.02,
129,288,616,11,3,2022-07-11,38.20975,16.499852,0.0,134.928692,1102.2,0.0,7917.188692,
130,289,622,11,3,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,88.78,
131,290,623,11,3,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,88.78,
132,291,624,11,3,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,233.94,
133,292,625,11,3,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,168.54,
134,300,626,11,3,2022-07-15,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,
135,301,627,13,1,2022-07-15,0.0,0.0,0.0,0.0,0.0,0.0,3675.0,
136,302,628,13,1,2022-07-13,0.0,0.0,0.0,0.0,0.0,0.0,65.0,
137,303,629,13,1,2022-06-28,0.0,0.0,0.0,0.0,0.0,0.0,65.0,
138,306,632,11,3,2022-07-15,0.0,0.0,0.0,0.0,0.0,0.0,187.27,
139,308,634,11,3,2022-07-15,0.0,0.0,0.0,0.0,0.0,0.0,480.08,
140,309,635,11,3,2022-07-15,0.0,4.929697,0.0,0.0,2.91,0.0,61.94,
141,310,316,11,3,2022-07-15,0.0,0.0,0.0,0.0,0.0,0.0,19.39,
142,311,637,11,3,2022-07-15,0.0,0.0,0.0,0.0,0.0,0.0,251.18,
143,312,636,11,3,2022-07-15,0.0,0.0,0.0,0.0,0.0,0.0,1159.1,
144,313,640,11,3,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,99.6,
145,314,641,13,1,2022-07-07,0.0,0.0,0.0,0.0,0.0,0.0,13.75,
146,315,642,13,1,2022-07-07,0.0,0.0,0.0,0.0,0.0,0.0,100.0,
147,316,643,13,1,2022-07-14,0.0,0.0,0.0,0.0,0.0,0.0,100.0,
148,317,644,13,1,2022-07-07,0.0,0.0,0.0,0.0,0.0,0.0,15.0,
149,318,645,13,1,2022-07-07,0.0,0.0,0.0,0.0,0.0,0.0,143.0,
150,320,647,13,1,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,300.0,
151,321,536,13,1,2022-07-14,0.0,0.0,0.0,0.0,0.0,0.0,63.0,
152,323,649,11,3,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,338.83,
153,324,638,11,3,2022-07-13,0.0,0.0,0.0,0.0,0.0,0.0,3116.21,
154,325,585,11,3,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,2487.06,
155,326,606,11,3,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,1650.0,
156,327,613,11,3,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,88.78,
157,328,650,11,3,2022-07-12,0.0,0.0,0.0,0.0,0.0,0.0,233.94,
158,329,651,11,3,2022-07-12,0.0,0.0,0.0,0.0,0.0,0.0,88.78,
159,330,653,17,3,2022-07-13,0.0,0.0,0.0,0.0,0.0,0.0,12.5,
160,331,655,17,3,2022-07-13,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
161,332,656,11,3,2022-07-12,0.0,0.0,0.0,0.0,0.0,0.0,280.28,
162,340,670,12,3,2022-07-06,0.0,0.0,0.0,0.0,0.0,0.0,7.5,
163,341,671,12,3,2022-07-07,0.0,0.0,0.0,0.0,0.0,0.0,2.5,
164,342,674,12,3,2022-07-08,0.0,0.0,0.0,0.0,0.0,0.0,12.5,
165,343,675,12,3,2022-07-08,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
166,347,652,11,3,2022-07-12,0.0,0.0,0.0,0.0,0.0,0.0,225.22,
167,350,685,13,1,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,15.0,
168,351,686,13,1,2022-06-02,0.0,0.0,0.0,0.0,0.0,0.0,300.0,
169,352,687,13,1,2022-06-02,0.0,0.0,0.0,0.0,0.0,0.0,50.0,
170,353,688,13,1,2022-06-02,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,
171,354,689,13,1,2022-06-02,0.0,0.0,0.0,0.0,0.0,0.0,650.0,
172,356,692,13,1,2022-06-02,0.0,0.0,0.0,0.0,0.0,0.0,775.0,
173,357,693,13,1,2022-06-03,0.0,0.0,0.0,0.0,0.0,0.0,4084.0,
174,358,694,13,1,2022-06-03,0.0,0.0,0.0,0.0,0.0,0.0,1078.0,
175,359,695,13,1,2022-06-03,0.0,0.0,0.0,0.0,0.0,0.0,750.0,
176,360,696,13,1,2022-06-03,0.0,0.0,0.0,0.0,0.0,0.0,1730.0,
177,361,697,13,1,2022-06-03,0.0,0.0,0.0,0.0,0.0,0.0,2508.49,
178,362,698,13,1,2022-06-03,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,
179,363,699,13,1,2022-06-08,0.0,0.0,0.0,0.0,0.0,0.0,70.0,
180,364,700,13,1,2022-06-09,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,
181,365,701,13,1,2022-06-09,0.0,0.0,0.0,0.0,0.0,0.0,4500.0,
182,366,702,13,1,2022-06-09,0.0,0.0,0.0,0.0,0.0,0.0,77.5,
183,367,703,13,1,2022-06-13,0.0,0.0,0.0,0.0,0.0,0.0,7.0,
184,369,705,13,1,2022-06-14,0.0,0.0,0.0,0.0,0.0,0.0,158.4,
185,371,707,13,1,2022-06-14,0.0,0.0,0.0,0.0,0.0,0.0,380.0,
186,372,708,13,1,2022-06-15,0.0,0.0,0.0,0.0,0.0,0.0,3218.0,
187,373,709,13,1,2022-06-15,0.0,0.0,0.0,0.0,0.0,0.0,70.0,
188,374,710,13,1,2022-06-15,0.0,0.0,0.0,0.0,0.0,0.0,455.0,
189,375,711,13,1,2022-06-15,0.0,0.0,0.0,0.0,0.0,0.0,15.0,
190,376,712,13,1,2022-06-17,0.0,0.0,0.0,0.0,0.0,0.0,1730.0,
191,377,713,13,1,2022-06-17,0.0,0.0,0.0,0.0,0.0,0.0,637.75,
192,378,714,13,1,2022-06-17,0.0,0.0,0.0,0.0,0.0,0.0,200.0,
193,379,715,13,1,2022-06-20,0.0,0.0,0.0,0.0,0.0,0.0,837.64,
194,380,716,13,1,2022-06-21,0.0,0.0,0.0,0.0,0.0,0.0,100.0,
195,382,719,13,1,2022-06-27,0.0,0.0,0.0,0.0,0.0,0.0,5250.0,
196,383,720,13,1,2022-06-30,0.0,0.0,0.0,0.0,0.0,0.0,100.0,
197,384,721,13,1,2022-06-30,0.0,0.0,0.0,0.0,0.0,0.0,15.0,
198,385,722,13,1,2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,45.0,
199,387,315,11,3,2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,397.51,
200,388,557,11,3,2022-07-18,0.0,0.035215,0.0,0.0,0.63,0.0,1789.63,
201,389,334,11,3,2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,1774.81,
202,390,724,11,3,2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,67.5,
203,391,294,11,3,2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,4038.36,
204,392,559,11,3,2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,44.55,
205,393,556,11,3,2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,234.95,
206,394,561,11,3,2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,273.04,
207,395,558,11,3,2022-07-18,0.0,0.166667,0.0,0.0,0.91,0.0,546.91,
208,396,560,11,3,2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,120.0,
209,397,247,11,3,2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,174.6,
210,398,565,11,3,2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,905.02,
211,399,725,11,3,2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,722.07,
212,400,727,11,3,2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,2750.83,
213,401,729,11,3,2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,470.74,
214,402,731,11,3,2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,52.0,
215,403,312,11,3,2022-06-20,0.0,0.0,0.0,0.0,0.0,0.0,52.0,
216,404,305,11,3,2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,825.31,
217,405,303,11,3,2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,634.11,
218,406,732,11,1,2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,53.0,
219,407,733,11,3,2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,88.78,
220,408,734,13,3,2022-06-02,0.0,0.0,0.0,0.0,0.0,0.0,2422.0,
221,410,736,11,3,2022-06-03,0.0,0.0,0.0,0.0,0.0,0.0,88.78,
222,411,737,11,3,2022-06-03,0.0,0.0,0.0,0.0,0.0,0.0,88.78,
223,412,738,11,3,2022-06-03,0.0,0.0,0.0,0.0,0.0,0.0,88.78,
224,417,742,11,3,2022-06-07,0.0,0.0,0.0,0.0,0.0,0.0,2468.28,
225,418,743,11,3,2022-06-07,0.0,0.0,0.0,0.0,0.0,0.0,689.03,
226,419,744,11,3,2022-06-07,0.0,0.0,0.0,0.0,0.0,0.0,979.95,
227,420,745,11,3,2022-06-07,0.0,0.0,0.0,0.0,0.0,0.0,118.08,
228,423,310,11,3,2022-06-22,0.0,0.0,0.0,0.0,0.0,0.0,233.4,
229,424,748,11,3,2022-06-10,0.0,0.0,0.0,0.0,0.0,0.0,233.94,
230,425,749,11,3,2022-06-13,0.0,0.0,0.0,0.0,0.0,0.0,88.78,
231,426,750,11,3,2022-06-13,1182.209988,0.0,0.0,2.199999,0.0,0.0,202.099999,
232,427,751,11,3,2022-06-14,0.0,0.0,0.0,0.0,0.0,0.0,2906.69,
233,428,752,11,3,2022-06-06,0.0,0.0,0.0,0.0,0.0,0.0,2537.94,
234,435,760,13,3,2022-06-17,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,
235,439,345,11,3,2022-07-19,51.748116,0.0,0.0,0.95,0.0,0.0,239.56,
236,440,765,11,3,2022-07-19,0.0,0.0,0.0,0.0,0.0,0.0,88.78,
237,441,767,11,3,2022-07-19,0.0,0.0,0.0,0.0,0.0,0.0,60.66,
238,442,768,11,3,2022-07-19,0.0,0.0,0.0,0.0,0.0,0.0,57.48,
239,443,766,11,3,2022-07-19,0.0,0.0,0.0,0.0,0.0,0.0,189.66,
240,444,769,11,3,2022-06-13,0.0,0.0,0.0,0.0,0.0,0.0,39.62,
241,445,323,11,3,2022-06-13,0.0,0.0,0.0,0.0,0.0,0.0,383.64,
242,446,322,11,3,2022-06-13,0.0,0.0,0.0,0.0,0.0,0.0,217.7,
243,447,770,11,3,2022-06-15,0.0,0.0,0.0,0.0,0.0,0.0,189.66,
244,448,777,11,3,2022-06-15,0.0,0.0,0.0,0.0,0.0,0.0,60.66,
245,449,785,11,3,2022-06-15,0.0,0.0,0.0,0.0,0.0,0.0,57.48,
246,450,793,11,3,2022-06-21,0.0,0.0,0.0,0.0,0.0,0.0,233.94,
247,451,795,11,3,2022-06-21,0.0,0.0,0.0,0.0,0.0,0.0,233.94,
248,452,796,11,3,2022-06-21,0.0,0.0,0.0,0.0,0.0,0.0,233.94,
249,453,797,12,3,2022-06-21,0.0,0.0,0.0,0.0,0.0,0.0,233.94,
250,456,802,11,3,2022-06-21,0.0,0.0,0.0,0.0,0.0,0.0,88.78,
251,457,803,11,3,2022-06-21,0.0,0.0,0.0,0.0,0.0,0.0,88.78,
252,458,804,11,3,2022-06-21,0.0,0.0,0.0,0.0,0.0,0.0,88.78,
253,470,816,11,3,2022-06-08,0.0,0.0,0.0,0.0,0.0,0.0,153.5,
254,472,818,11,3,2022-06-20,0.0,0.0,0.0,0.0,0.0,0.0,40.56,
255,473,819,11,3,2022-06-20,0.0,0.0,0.0,0.0,0.0,0.0,320.0,
256,474,820,11,3,2022-06-20,0.0,0.0,0.0,0.0,0.0,0.0,102.18,
257,475,821,11,3,2022-06-20,0.0,0.0,0.0,0.0,0.0,0.0,298.2,
258,476,822,11,3,2022-06-20,0.0,0.0,0.0,0.0,0.0,0.0,1376.08,
259,477,823,11,3,2022-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.6,
260,480,826,11,3,2022-06-20,0.0,0.0,0.0,0.0,0.0,0.0,834.4,
261,481,827,11,3,2022-06-20,0.0,0.0,0.0,0.0,0.0,0.0,666.32,
262,482,828,11,3,2022-06-20,0.0,0.0,0.0,0.0,0.0,0.0,155.25,
263,483,309,11,3,2022-06-22,0.0,0.0,0.0,0.0,0.0,0.0,645.37,
264,484,829,13,3,2022-06-22,0.0,0.0,0.0,0.0,0.0,0.0,650.48,
265,485,306,11,3,2022-06-23,0.0,0.0,0.0,0.0,0.0,0.0,950.04,
266,486,830,13,3,2022-06-29,0.0,0.0,0.0,0.0,0.0,0.0,384.3,
267,487,831,12,3,2022-06-23,0.0,0.0,0.0,0.0,0.0,0.0,24.0,
268,488,832,12,3,2022-06-23,0.0,0.0,0.0,0.0,0.0,0.0,29.0,
269,489,833,12,3,2022-06-23,0.0,0.0,0.0,0.0,0.0,0.0,12.0,
270,490,835,13,3,2022-06-24,0.0,0.0,0.0,0.0,0.0,0.0,2019.39,
271,491,348,11,3,2022-06-27,0.0,0.0,0.0,0.0,0.0,0.0,255.0,
272,492,843,12,3,2022-06-27,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,
273,493,844,11,3,2022-06-24,0.0,0.0,0.0,0.0,0.0,0.0,253.36,
274,494,845,11,3,2022-06-24,0.0,0.0,0.0,0.0,0.0,0.0,54.89,
275,496,846,11,3,2022-06-24,0.0,0.0,0.0,0.0,0.0,0.0,106.78,
276,497,848,13,1,2022-07-19,0.0,0.0,0.0,0.0,0.0,0.0,2027.58,
277,499,850,14,3,2022-07-20,0.0,0.0,0.0,0.0,0.0,0.0,780.0,
278,502,851,13,1,2022-07-20,0.0,0.0,0.0,0.0,0.0,0.0,1730.0,
279,504,853,13,1,2022-07-20,0.0,0.0,0.0,0.0,0.0,0.0,671.0,
280,505,854,13,1,2022-07-20,0.0,0.0,0.0,0.0,0.0,0.0,1138.0,
281,506,855,13,1,2022-07-20,0.0,0.0,0.0,0.0,0.0,0.0,2080.0,
282,507,856,13,1,2022-07-20,0.0,0.0,0.0,0.0,0.0,0.0,35.22,
283,508,523,13,1,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,1407.75,
284,509,864,13,3,2022-07-21,0.0,0.0,0.0,0.0,0.0,0.0,550.0,
285,510,718,11,1,2022-06-23,0.0,0.0,0.0,0.0,0.0,0.0,320.0,
286,511,469,13,1,2022-07-20,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,
287,512,475,13,1,2022-07-20,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,
288,514,867,13,1,2022-07-19,0.0,0.0,0.0,0.0,0.0,0.0,15.0,
289,515,852,13,1,2022-07-20,0.0,0.0,0.0,0.0,0.0,0.0,1348.19,
290,516,868,12,1,2022-07-20,0.0,0.0,0.0,0.0,0.0,0.0,6276.0,
291,517,109,11,3,2022-06-06,0.0,0.0,0.0,0.0,0.0,0.0,99.17,
292,518,869,13,3,2022-06-20,0.0,0.0,0.0,0.0,0.0,0.0,899.0,
293,519,834,12,3,2022-06-23,0.0,0.0,0.0,0.0,0.0,0.0,12.0,
294,526,876,12,3,2022-07-20,0.0,0.0,0.0,0.0,0.0,0.0,10.0,
